Algoritmo,Fitness,Distancia,Incumplimientos,Evaluaciones,Tiempo
BL,0.166539,0.14139,0.0166628,100000,1.22249
BL,0.166301,0.137459,0.0191098,100000,1.2368
BL,0.176173,0.151551,0.0163132,62472,0.76684
BL,0.169215,0.139845,0.0194593,89192,1.08968
BL,0.169239,0.137583,0.0209741,60428,0.744331
BL,0.166483,0.138344,0.0186437,100000,1.21998
BL,0.170989,0.147246,0.0157306,95264,1.1757
BL,0.168692,0.143895,0.0164297,98415,1.2072
BL,0.167764,0.140504,0.0180611,100000,1.26531
BL,0.170318,0.143762,0.017595,100000,1.25574
BL_Optimizado,0.166539,0.14139,0.0166628,100000,0.166166
BL_Optimizado,0.166302,0.137459,0.0191098,100000,0.162529
BL_Optimizado,0.176172,0.151551,0.0163132,62472,0.106423
BL_Optimizado,0.169215,0.139845,0.0194593,89192,0.166805
BL_Optimizado,0.169239,0.137583,0.0209741,60428,0.111968
BL_Optimizado,0.166483,0.138344,0.0186437,100000,0.166604
BL_Optimizado,0.170988,0.147246,0.0157306,95264,0.161954
BL_Optimizado,0.168692,0.143895,0.0164297,98415,0.172034
BL_Optimizado,0.167764,0.140504,0.0180611,100000,0.1682
BL_Optimizado,0.170318,0.143762,0.017595,100000,0.166825
Extra,0.169459,0.140616,0.0191098,100000,0.163565
Extra,0.167521,0.139206,0.0187602,100000,0.167798
Extra,0.16947,0.145904,0.0156141,100000,0.163583
Extra,0.170274,0.14231,0.0185271,100000,0.16102
Extra,0.174699,0.147615,0.0179445,100000,0.161326
Extra,0.167533,0.13957,0.0185271,100000,0.16379
Extra,0.171613,0.149277,0.0147984,100000,0.157607
Extra,0.170965,0.148454,0.0149149,100000,0.16487
Extra,0.168067,0.137993,0.0199254,100000,0.1617
Extra,0.170182,0.144505,0.0170124,100000,0.158819
Greedy,0.23621,0.235858,0.000233046,16,0.00517878
Greedy,0.243339,0.242108,0.000815661,8,0.00268467
Greedy,0.24068,0.239449,0.000815661,12,0.00393504
Greedy,0.239582,0.238527,0.000699138,8,0.0026586
Greedy,0.241474,0.239891,0.00104871,10,0.00330189
Greedy,0.235605,0.234901,0.000466092,20,0.00647122
Greedy,0.237675,0.236972,0.000466092,8,0.00266196
Greedy,0.239432,0.237849,0.00104871,8,0.00264777
Greedy,0.239209,0.237978,0.000815661,7,0.00232892
Greedy,0.241295,0.240239,0.000699138,10,0.00327596
Random,0.33016,0.25014,0.0530179,100000,1.75333
Random,0.329776,0.246765,0.0549988,100000,1.75812
Random,0.328748,0.249079,0.0527849,100000,1.76643
Random,0.330238,0.250217,0.0530179,100000,1.75713
Random,0.329102,0.248378,0.053484,100000,1.76938
Random,0.330441,0.248134,0.0545327,100000,1.77137
Random,0.329713,0.250396,0.0525519,100000,1.75803
Random,0.32885,0.246191,0.0547658,100000,1.7574
Random,0.329695,0.251785,0.0516197,100000,1.74635
Random,0.328968,0.250178,0.0522023,100000,1.75904
