Run,Iter,Fitness
0,1,0.34775075
0,2,0.34768313
0,3,0.34762901
0,7,0.34724396
0,8,0.34645969
0,9,0.34634677
0,12,0.34629989
0,13,0.34593564
0,14,0.34588575
0,15,0.34544709
0,16,0.34534869
0,17,0.34521097
0,19,0.34502661
0,23,0.34463733
0,25,0.34429637
0,30,0.34429204
0,31,0.34396976
0,32,0.34379992
0,34,0.34343672
0,37,0.34332681
0,38,0.34329161
0,40,0.34307241
0,42,0.34246603
0,43,0.34238470
0,46,0.34204164
0,48,0.34202746
0,52,0.34134665
0,56,0.34087023
0,57,0.34077987
0,60,0.33997694
0,61,0.33964494
0,62,0.33950382
0,63,0.33918130
0,66,0.33867890
0,72,0.33859107
0,73,0.33844650
0,74,0.33828318
0,76,0.33783185
0,77,0.33740476
0,78,0.33737803
0,82,0.33733246
0,83,0.33708736
0,85,0.33658576
0,89,0.33649427
0,91,0.33619907
0,92,0.33607420
0,95,0.33551529
0,99,0.33551273
0,100,0.33534354
0,102,0.33508867
0,104,0.33506194
0,106,0.33481008
0,107,0.33460978
0,109,0.33434898
0,113,0.33377695
0,114,0.33370700
0,119,0.33361435
0,120,0.33353835
0,123,0.33338818
0,126,0.33318713
0,129,0.33312368
0,132,0.33290851
0,136,0.33252159
0,139,0.33233953
0,140,0.33209437
0,141,0.33184379
0,142,0.33108783
0,148,0.33077320
0,149,0.32999516
0,153,0.32987425
0,154,0.32964802
0,157,0.32941332
0,158,0.32904693
0,160,0.32883608
0,161,0.32857242
0,163,0.32845104
0,166,0.32810432
0,169,0.32791656
0,170,0.32724050
0,171,0.32703263
0,175,0.32696822
0,176,0.32616270
0,178,0.32602462
0,179,0.32598582
0,180,0.32590044
0,181,0.32553032
0,186,0.32511380
0,190,0.32460824
0,191,0.32452455
0,192,0.32402351
0,198,0.32389000
0,199,0.32365927
0,201,0.32354483
0,204,0.32319751
0,205,0.32312483
0,209,0.32304502
0,210,0.32275593
0,212,0.32234263
0,214,0.32217404
0,216,0.32209986
0,220,0.32199609
0,224,0.32198960
0,240,0.32190990
0,241,0.32179263
0,244,0.32170239
0,250,0.32134068
0,254,0.32126319
0,260,0.32124618
0,262,0.32092449
0,265,0.32055709
0,267,0.32045519
0,268,0.31994230
0,274,0.31987730
0,279,0.31925580
0,288,0.31884268
0,289,0.31865907
0,291,0.31851801
0,292,0.31804192
0,296,0.31787515
0,302,0.31774470
0,303,0.31769845
0,305,0.31764847
0,308,0.31761575
0,314,0.31743714
0,325,0.31727245
0,326,0.31715745
0,332,0.31714934
0,336,0.31713113
0,337,0.31702843
0,338,0.31683320
0,339,0.31676883
0,341,0.31662914
0,347,0.31625146
0,349,0.31595564
0,351,0.31595245
0,352,0.31562901
0,357,0.31558871
0,358,0.31558844
0,359,0.31534782
0,361,0.31493962
0,362,0.31471130
0,364,0.31409481
0,366,0.31407729
0,367,0.31400147
0,371,0.31397843
0,374,0.31391761
0,379,0.31355891
0,382,0.31330347
0,385,0.31328753
0,387,0.31288153
0,388,0.31260461
0,398,0.31242213
0,403,0.31225157
0,404,0.31215551
0,410,0.31197292
0,416,0.31183085
0,417,0.31175080
0,419,0.31169313
0,420,0.31148344
0,425,0.31141949
0,428,0.31133905
0,429,0.31121528
0,430,0.31074136
0,431,0.31049472
0,436,0.31025895
0,437,0.30986568
0,438,0.30950087
0,449,0.30949274
0,450,0.30946380
0,451,0.30862749
0,453,0.30843711
0,456,0.30830330
0,457,0.30824161
0,459,0.30802888
0,460,0.30799511
0,461,0.30783275
0,465,0.30774820
0,466,0.30756301
0,469,0.30755410
0,470,0.30749589
0,475,0.30703300
0,478,0.30608559
0,485,0.30606291
0,488,0.30598083
0,489,0.30596974
0,507,0.30587393
0,510,0.30577204
0,513,0.30519688
0,514,0.30518758
0,519,0.30489546
0,524,0.30488706
0,540,0.30484685
0,556,0.30466878
0,558,0.30426994
0,564,0.30399311
0,566,0.30393118
0,578,0.30337834
0,582,0.30319831
0,585,0.30301854
0,589,0.30299336
0,594,0.30289280
0,599,0.30279532
0,601,0.30273706
0,604,0.30248404
0,606,0.30239877
0,607,0.30226672
0,610,0.30182481
0,614,0.30147392
0,619,0.30122146
