Run,Iter,Fitness
0,1,0.34991032
0,3,0.34935412
0,6,0.34653294
0,18,0.34609497
0,19,0.34570849
0,23,0.34514320
0,42,0.34260643
0,725,0.33943298
0,36441,0.33736318
1,1,0.35248321
1,2,0.34281021
1,3,0.34205881
1,241,0.33933297
1,41757,0.33811954
2,1,0.34764326
2,2,0.34388348
2,6,0.34185389
2,305,0.34156728
2,1587,0.34124070
2,2389,0.34092382
2,6814,0.33969614
2,17828,0.33849311
3,1,0.34793663
3,12,0.34737185
3,15,0.34722584
3,25,0.34544283
3,51,0.34428793
3,97,0.34041417
3,1190,0.33833164
4,1,0.34856617
4,5,0.34210631
4,31,0.34056213
4,609,0.34022951
4,4481,0.33907729
5,1,0.34892043
5,2,0.34708521
5,5,0.34386337
5,13,0.33945134
5,34324,0.33670256
6,1,0.34353423
6,64,0.34187889
6,1339,0.34103036
6,6547,0.33958262
6,10682,0.33879516
6,16640,0.33717394
7,1,0.35271215
7,3,0.34055418
7,5311,0.33970180
7,67130,0.33906019
7,90368,0.33662745
8,1,0.35018826
8,2,0.34585404
8,8,0.34487191
8,60,0.34458941
8,88,0.34272486
8,682,0.34106311
8,854,0.34074244
8,5981,0.34060353
8,11277,0.33757928
9,1,0.34855011
9,2,0.34534463
9,13,0.34409511
9,35,0.34336719
9,56,0.34038955
9,5868,0.33981082
9,15046,0.33972278
9,26353,0.33959600
9,66632,0.33728173
