Run,Iter,Fitness
0,1,0.73230278
0,2,0.73061174
0,4,0.72911203
0,5,0.72708964
0,7,0.72704500
0,8,0.72364563
0,10,0.71926725
0,12,0.71870273
0,14,0.71827441
0,15,0.71774876
0,22,0.71209449
0,26,0.71158105
0,27,0.71094757
0,36,0.70980519
0,37,0.70775020
0,39,0.70630068
0,42,0.70559323
0,43,0.70454127
0,56,0.70394087
0,59,0.70323896
0,62,0.69925743
0,64,0.69764626
0,65,0.69577324
0,68,0.69383568
0,70,0.69328201
0,72,0.69030404
0,73,0.68633646
0,76,0.68393266
0,77,0.68290442
0,80,0.68004018
0,81,0.67873520
0,83,0.67817718
0,87,0.67752433
0,88,0.67584485
0,91,0.67525685
0,92,0.67277378
0,98,0.66851211
0,99,0.66847891
0,106,0.66751140
0,109,0.66656727
0,110,0.66607022
0,113,0.66460460
0,114,0.66411811
0,116,0.66403973
0,117,0.66386163
0,118,0.66181242
0,121,0.66100997
0,125,0.66023970
0,126,0.65968174
0,127,0.65895367
0,130,0.65830970
0,134,0.65759319
0,138,0.65409130
0,158,0.65314931
0,159,0.65057814
0,170,0.64827150
0,177,0.64826053
0,192,0.64815390
0,193,0.64598501
0,200,0.64194268
0,202,0.64192790
0,205,0.64087325
0,207,0.63929969
0,210,0.63648373
0,217,0.63530803
0,218,0.63457197
0,233,0.63394248
0,235,0.63245386
0,238,0.63124621
0,242,0.63092083
0,249,0.62899905
0,253,0.62843060
0,259,0.62816161
0,269,0.62743384
0,278,0.62714440
0,282,0.62658757
0,283,0.62539530
0,284,0.62487155
0,286,0.62366813
0,288,0.62335467
0,292,0.62292731
0,294,0.62278640
0,297,0.62177324
0,300,0.62108397
0,304,0.61956966
0,308,0.61915809
0,316,0.61884636
0,317,0.61703843
0,325,0.61604702
0,326,0.61555475
0,333,0.61366755
0,335,0.61146992
0,344,0.60992336
0,345,0.60988808
0,349,0.60715574
0,351,0.60537821
0,355,0.60516965
0,356,0.60501385
0,361,0.60389733
0,379,0.60356939
0,384,0.60272723
0,387,0.60191208
0,393,0.60111696
0,397,0.60090452
0,405,0.60001779
0,406,0.59877503
0,419,0.59849387
0,421,0.59706432
0,425,0.59579283
0,429,0.59370965
0,430,0.59271383
0,432,0.59245694
0,443,0.59243035
0,448,0.59164387
0,454,0.59048784
0,457,0.59030265
0,458,0.58901387
0,459,0.58694440
0,464,0.58690619
0,465,0.58577681
0,466,0.58501190
0,469,0.58432072
0,478,0.58334941
0,479,0.58247668
0,489,0.58136529
0,505,0.58063710
0,510,0.57981330
0,515,0.57938969
0,526,0.57895935
0,533,0.57777506
0,535,0.57691342
0,541,0.57606333
0,547,0.57551241
0,549,0.57413673
0,558,0.57359594
0,576,0.57306409
0,598,0.57266939
0,613,0.57158840
0,616,0.57157385
0,623,0.57114798
0,631,0.56950009
0,639,0.56853324
0,651,0.56730902
0,654,0.56582570
0,656,0.56563538
0,661,0.56475657
0,681,0.56360292
0,687,0.56296289
0,696,0.56171632
0,701,0.56143880
0,728,0.55984449
0,729,0.55940634
0,732,0.55820030
0,737,0.55780488
0,741,0.55647773
0,746,0.55559707
0,752,0.55541533
0,756,0.55485851
0,766,0.55359763
0,779,0.55349523
0,781,0.55289829
0,792,0.55277818
0,798,0.55252206
0,799,0.55111492
0,801,0.54917783
0,815,0.54817748
0,833,0.54679424
0,834,0.54656506
0,849,0.54573458
0,850,0.54390103
0,855,0.54286164
0,873,0.54074848
0,880,0.53957385
0,884,0.53936762
0,903,0.53553820
0,910,0.53488034
0,920,0.53440243
0,926,0.53300226
0,934,0.53254944
0,941,0.53244853
0,942,0.53105271
0,954,0.53073364
0,959,0.53036666
0,967,0.52955204
0,974,0.52890921
0,977,0.52872330
0,978,0.52831036
0,983,0.52693778
0,1018,0.52667922
0,1029,0.52570540
0,1047,0.52510244
0,1055,0.52432090
0,1056,0.52252299
0,1057,0.52236277
0,1062,0.52083808
0,1092,0.52033031
0,1105,0.51925498
0,1110,0.51808846
0,1114,0.51772451
0,1132,0.51623559
0,1157,0.51598054
0,1158,0.51500005
0,1163,0.51363409
0,1171,0.51342857
0,1200,0.51255184
0,1207,0.51229638
0,1224,0.50931984
0,1229,0.50850409
0,1239,0.50839150
0,1256,0.50542486
0,1279,0.50533658
0,1288,0.50519246
0,1307,0.50457650
0,1317,0.50404978
0,1324,0.50308776
0,1327,0.50097090
0,1336,0.50030810
0,1340,0.49799237
0,1368,0.49738532
0,1392,0.49720508
0,1393,0.49706864
0,1404,0.49652436
0,1426,0.49076697
0,1459,0.49000791
0,1485,0.48975968
0,1488,0.48959008
0,1491,0.48838183
0,1496,0.48624074
0,1511,0.48482352
0,1512,0.48327935
0,1521,0.48303765
0,1528,0.48275122
0,1531,0.48196575
0,1538,0.48076519
0,1547,0.47984204
0,1551,0.47968256
0,1563,0.47956112
0,1571,0.47943705
0,1613,0.47921088
0,1635,0.47856504
0,1646,0.47838351
0,1656,0.47831187
0,1683,0.47741008
0,1687,0.47566840
0,1698,0.47563890
0,1736,0.47492841
0,1744,0.47311696
0,1774,0.47240385
0,1777,0.47228682
0,1804,0.47223333
0,1833,0.47197062
0,1856,0.47183305
0,1859,0.47167519
0,1869,0.47040009
0,1874,0.47013530
0,1876,0.46818307
0,1899,0.46806818
0,1902,0.46805024
0,1911,0.46791995
0,1933,0.46706873
0,1939,0.46612436
0,2011,0.46597695
0,2054,0.46596065
0,2060,0.46523750
0,2074,0.46506685
0,2095,0.46380907
0,2099,0.46378353
0,2105,0.46375731
0,2108,0.46354735
0,2113,0.46317598
0,2126,0.46315232
0,2173,0.46145222
0,2182,0.46128464
0,2196,0.46126229
0,2221,0.46108776
0,2226,0.46054506
0,2233,0.46043319
0,2254,0.46032390
0,2260,0.46028805
0,2269,0.46003056
0,2298,0.45993662
0,2317,0.45941323
0,2402,0.45930335
0,2436,0.45877439
0,2458,0.45838082
0,2475,0.45772281
0,2542,0.45668170
0,2548,0.45651832
