Run,Iter,Fitness
0,1,0.34636715
0,2,0.34506845
0,5,0.34490710
0,9,0.34479821
0,10,0.34435183
0,12,0.34386531
0,15,0.34356043
0,16,0.34354791
0,19,0.34337899
0,20,0.34320092
0,21,0.34284043
0,22,0.34254873
0,24,0.34236091
0,26,0.34216192
0,28,0.34196642
0,31,0.34170499
0,34,0.34133139
0,35,0.34096685
0,40,0.34067330
0,41,0.34042358
0,44,0.33952889
0,45,0.33937180
0,47,0.33909512
0,48,0.33815074
0,50,0.33792338
0,51,0.33705702
0,55,0.33649305
0,58,0.33598766
0,60,0.33513471
0,64,0.33441198
0,66,0.33436954
0,67,0.33415535
0,68,0.33344182
0,71,0.33323228
0,72,0.33313167
0,81,0.33263183
0,82,0.33249366
0,84,0.33192924
0,85,0.33166718
0,86,0.33159205
0,91,0.33122897
0,92,0.33090249
0,94,0.32983524
0,95,0.32963452
0,96,0.32939774
0,97,0.32935342
0,101,0.32929784
0,102,0.32927698
0,104,0.32924354
0,106,0.32880992
0,108,0.32790267
0,109,0.32769635
0,111,0.32744101
0,113,0.32730320
0,114,0.32712081
0,115,0.32640779
0,116,0.32633501
0,118,0.32594103
0,126,0.32538140
0,127,0.32488585
0,131,0.32468098
0,137,0.32448369
0,139,0.32446787
0,142,0.32419789
0,143,0.32410163
0,146,0.32371593
0,147,0.32323503
0,148,0.32314321
0,149,0.32191494
0,152,0.32164741
0,154,0.32096386
0,158,0.32010612
0,161,0.31982625
0,163,0.31948113
0,164,0.31941614
0,165,0.31899428
0,168,0.31837294
0,170,0.31829596
0,171,0.31748635
0,172,0.31664523
0,174,0.31659210
0,175,0.31650329
0,176,0.31639704
0,180,0.31627399
0,182,0.31569183
0,183,0.31537428
0,186,0.31533176
0,189,0.31528085
0,191,0.31438792
0,201,0.31410277
0,207,0.31386116
0,214,0.31366479
0,217,0.31352979
0,218,0.31351352
0,220,0.31298792
0,224,0.31295681
0,227,0.31206068
0,231,0.31179494
0,239,0.31151494
0,240,0.31125838
0,242,0.31122369
0,249,0.31087744
0,256,0.31073964
0,258,0.31058502
0,262,0.30994090
0,263,0.30957234
0,264,0.30936810
0,265,0.30921644
0,266,0.30873948
0,272,0.30860227
0,273,0.30842146
0,278,0.30794513
0,281,0.30766019
0,283,0.30742994
0,285,0.30742544
0,286,0.30695796
0,288,0.30659133
0,289,0.30639914
0,296,0.30626988
0,297,0.30594423
0,301,0.30581462
0,302,0.30580291
0,305,0.30541092
0,307,0.30529347
0,317,0.30501011
0,320,0.30490348
0,323,0.30449304
0,329,0.30437765
0,331,0.30425292
0,339,0.30412507
0,340,0.30403188
0,341,0.30356351
0,344,0.30288729
0,347,0.30258623
0,357,0.30245778
0,360,0.30205452
0,361,0.30181843
0,362,0.30160752
0,371,0.30155870
0,372,0.30149385
0,373,0.30144504
0,376,0.30074337
0,377,0.30047232
0,379,0.30045632
0,382,0.30030924
0,383,0.30030587
0,388,0.29989168
0,391,0.29963896
0,400,0.29953739
0,403,0.29942450
0,411,0.29933664
0,418,0.29917392
0,422,0.29882872
0,426,0.29801819
0,427,0.29791060
0,433,0.29782793
0,436,0.29757738
0,437,0.29742426
0,441,0.29734206
0,450,0.29678744
0,453,0.29669330
0,472,0.29638919
0,473,0.29630110
0,481,0.29527935
0,485,0.29475796
0,486,0.29443488
0,508,0.29399642
0,522,0.29348984
0,526,0.29345199
0,528,0.29325396
0,530,0.29311419
0,561,0.29300070
0,566,0.29265383
0,567,0.29250708
0,569,0.29241940
0,570,0.29193795
0,573,0.29180828
0,577,0.29165310
0,584,0.29160044
0,588,0.29118434
0,591,0.29115319
0,593,0.29085371
0,597,0.29079366
0,600,0.29078701
0,622,0.29064214
0,625,0.29062602
0,626,0.29033950
0,631,0.29026204
0,635,0.28999683
0,649,0.28961018
0,650,0.28885865
0,661,0.28880411
0,672,0.28874856
0,681,0.28850648
0,682,0.28804430
0,690,0.28791067
0,692,0.28740031
0,695,0.28738457
0,708,0.28734064
0,719,0.28718206
0,725,0.28694263
0,727,0.28690121
0,728,0.28672823
0,732,0.28641298
0,734,0.28554988
0,741,0.28523850
0,742,0.28466126
0,747,0.28454527
0,750,0.28436378
0,754,0.28419346
0,760,0.28407106
0,761,0.28357700
0,765,0.28327405
0,774,0.28321329
0,783,0.28315163
0,785,0.28240353
0,795,0.28188938
0,808,0.28156155
0,809,0.28121001
0,814,0.28119874
0,818,0.28101450
0,823,0.28089756
0,831,0.28086868
0,839,0.28084379
0,846,0.28066427
0,853,0.28045517
0,883,0.27978715
0,887,0.27932039
0,894,0.27914232
0,896,0.27854556
0,901,0.27801609
0,908,0.27781343
0,909,0.27734652
0,911,0.27711907
0,922,0.27711016
0,929,0.27699164
0,935,0.27671379
0,952,0.27661958
0,954,0.27652478
0,964,0.27651834
0,970,0.27617556
0,980,0.27601144
0,982,0.27566081
0,1002,0.27563182
0,1005,0.27544996
0,1012,0.27469099
0,1018,0.27468750
0,1022,0.27414951
0,1033,0.27339560
0,1036,0.27332073
0,1037,0.27246767
0,1040,0.27246231
0,1049,0.27221403
0,1054,0.27192283
0,1055,0.27155355
0,1058,0.27148083
0,1069,0.27109873
0,1075,0.27064070
0,1091,0.27052745
0,1097,0.27009663
0,1104,0.27000141
0,1107,0.26946560
0,1118,0.26906076
0,1153,0.26889583
0,1166,0.26856470
0,1171,0.26841292
0,1179,0.26824975
0,1206,0.26816589
0,1227,0.26795095
0,1232,0.26766834
0,1256,0.26763016
0,1261,0.26703581
0,1266,0.26679859
0,1272,0.26651570
0,1285,0.26647675
0,1296,0.26587135
0,1314,0.26570505
0,1324,0.26557329
0,1332,0.26547262
0,1340,0.26545373
0,1368,0.26526049
0,1388,0.26511914
0,1391,0.26484647
0,1392,0.26468658
0,1394,0.26457569
0,1400,0.26407185
0,1413,0.26405942
0,1429,0.26395440
0,1432,0.26383719
0,1438,0.26371214
0,1440,0.26301080
0,1442,0.26273105
0,1453,0.26254582
0,1454,0.26193768
0,1467,0.26166245
0,1487,0.26165947
0,1495,0.26158237
0,1520,0.26153302
0,1531,0.26119670
0,1537,0.26089025
0,1540,0.26064125
0,1541,0.26053211
0,1549,0.25997442
0,1550,0.25995457
0,1557,0.25929475
0,1559,0.25926876
0,1562,0.25926441
0,1563,0.25920466
0,1564,0.25863436
0,1572,0.25824860
0,1575,0.25804269
0,1598,0.25799602
0,1605,0.25741541
0,1606,0.25735039
0,1662,0.25705400
0,1673,0.25701642
0,1676,0.25650319
0,1678,0.25607860
0,1689,0.25604334
0,1693,0.25554469
0,1713,0.25521451
0,1718,0.25474060
0,1745,0.25458485
0,1747,0.25457388
0,1756,0.25447607
0,1766,0.25408804
0,1773,0.25395823
0,1774,0.25382546
0,1782,0.25347027
0,1791,0.25312752
0,1795,0.25294620
0,1811,0.25282153
0,1822,0.25256363
0,1834,0.25245473
0,1839,0.25234440
0,1844,0.25229219
0,1858,0.25213602
0,1859,0.25173238
0,1877,0.25149050
0,1879,0.25129992
0,1880,0.25089964
0,1886,0.25084755
0,1897,0.25080946
0,1909,0.25076860
0,1920,0.25047779
0,1924,0.25018206
0,1928,0.25009093
0,1936,0.24976407
0,1941,0.24965170
0,1942,0.24942619
0,1953,0.24936228
0,1967,0.24910802
0,1975,0.24909256
0,1977,0.24896728
0,1978,0.24893974
0,2000,0.24880466
0,2002,0.24856001
0,2008,0.24855952
0,2015,0.24824107
0,2020,0.24796593
0,2038,0.24693675
0,2058,0.24688658
0,2074,0.24653117
0,2082,0.24595673
0,2091,0.24541193
0,2095,0.24514270
0,2105,0.24511923
0,2128,0.24486376
0,2148,0.24434264
0,2149,0.24421042
0,2151,0.24385670
0,2160,0.24329765
0,2162,0.24322005
0,2171,0.24286243
0,2172,0.24279954
0,2176,0.24269743
0,2188,0.24227861
0,2191,0.24215016
