Run,Iter,Fitness
0,1,2.25139642
0,2,2.17889190
0,4,2.17157269
0,7,2.09792018
0,25,2.08037615
0,554,2.05008078
0,2003,2.04075837
0,2597,2.03217125
0,9701,2.03143239
0,15384,2.01455688
1,1,2.15620708
1,2,2.11019874
1,31,2.04436684
1,1251,2.02672076
2,1,2.17157578
2,4,2.13062453
2,5,2.10962939
2,138,2.10190654
2,168,2.07168937
2,498,2.05906940
2,2704,1.99404013
3,1,2.22580075
3,2,2.09459925
3,39,2.04844356
3,203,2.03381634
3,22757,2.03219843
3,44339,2.02236772
3,64633,2.01513743
4,1,2.20289421
4,3,2.15006924
4,6,2.11318803
4,54,2.10013413
4,107,2.08967257
4,241,2.07567406
4,690,2.06805038
4,1104,2.05217147
4,1789,2.00706244
5,1,2.16162443
5,3,2.13187051
5,7,2.12723732
5,12,2.10963178
5,45,2.08874393
5,130,2.03597331
5,3819,2.02710533
5,9337,1.96135342
6,1,2.14483809
6,5,1.98924601
7,1,2.10031557
7,23,2.08887577
7,178,2.04867625
7,5372,2.01921511
7,70112,2.01391292
8,1,2.24081707
8,2,2.17180181
8,3,2.13988352
8,5,2.10016418
8,106,2.04457617
8,9287,2.01077485
8,75586,2.00805235
9,1,2.09071207
9,50,2.07704043
9,188,2.03850174
9,753,2.02787495
9,23541,2.01957464
